Ticker,Price,Probability,Predicted_Return,Signal,Signal_Type,Paper_Status,Real_Order,Quantity,Position_Value
VAKBN.IS,33.619998931884766,0.4914494423540501,0.005654908808335326,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,33.619998931884766
GENIL.IS,11.199999809265137,0.4722133951442148,0.006460668449632807,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,11.199999809265137
SERNT.IS,8.510000228881836,0.5316469611415295,0.006423993883141437,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,8.510000228881836
KLSYN.IS,15.6899995803833,0.5132856708995994,0.004966156404317011,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,15.6899995803833
RODRG.IS,27.0,0.47639618135666284,0.0041927631138406005,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,27.0
TBORG.IS,143.8000030517578,0.48065193033753584,0.0052402514268537785,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,143.8000030517578
ALARK.IS,112.0,0.5039743130237102,0.006642136187561473,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,112.0
ARSAN.IS,3.890000104904175,0.47133265107841293,0.006827357520502651,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,3.890000104904175
TERA.IS,194.39999389648438,0.5064369099574368,0.005503589871010866,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,194.39999389648438
PRZMA.IS,74.94999694824219,0.4651711604374352,0.010152334431375648,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,74.94999694824219
KUYAS.IS,68.69999694824219,0.46339223658458495,0.006303865067175946,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,68.69999694824219
ZRGYO.IS,19.700000762939453,0.4875004250880026,0.005709246829333319,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,19.700000762939453
BIOEN.IS,19.31999969482422,0.4705277668731587,0.004756882527784136,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,19.31999969482422
INDES.IS,11.699999809265137,0.5015210181624157,0.006235087991335099,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,11.699999809265137
KCHOL.IS,215.10000610351562,0.5065168567100163,0.00529499071515976,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,215.10000610351562
TRENJ.IS,105.19999694824219,0.48727362149639764,0.005307218449296725,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,105.19999694824219
CANTE.IS,1.3300000429153442,0.47432370335613006,0.0038542051854984997,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,1.3300000429153442
BIMAS.IS,415.75,0.5178326078546611,0.006025596082243775,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,415.75
SUWEN.IS,6.75,0.48250239610070805,0.004859273861988884,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,6.75
LYDYE.IS,13037.5,0.4491185552372291,0.0025335619192303266,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,13037.5
AGESA.IS,259.0,0.5097239228996553,0.006374356025681366,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,259.0
BUCIM.IS,5.699999809265137,0.4967625772706297,0.0057930302487444515,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,5.699999809265137
PETUN.IS,11.699999809265137,0.4674850802499704,0.004245950404730322,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,11.699999809265137
TARKM.IS,520.5,0.4761700027358431,0.004351310519430492,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,520.5
CEMZY.IS,14.800000190734863,0.44497578200109633,0.003674216177558416,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,14.800000190734863
KONYA.IS,3875.0,0.4694556704164278,0.004507381747747967,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,3875.0
SANKO.IS,19.8700008392334,0.4866269061443266,0.005111777532894702,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,19.8700008392334
GUBRF.IS,478.75,0.4905295715956624,0.005782416423269443,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,478.75
KRGYO.IS,2.940000057220459,0.4646275387901952,0.005845744439968119,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,2.940000057220459
HUNER.IS,3.890000104904175,0.481979735260299,0.005647351434772612,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,3.890000104904175
CELHA.IS,24.34000015258789,0.4468961275802801,0.0013170837884862322,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,24.34000015258789
POLHO.IS,22.399999618530273,0.49015669503505044,0.00473159800601995,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,22.399999618530273
PNSUT.IS,11.220000267028809,0.4710539329802079,0.00412548925601366,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,11.220000267028809
ARASE.IS,119.69999694824219,0.46838055062987105,0.00431380454615162,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,119.69999694824219
AKCNS.IS,243.89999389648438,0.4831495675705012,0.005101620902054698,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,243.89999389648438
EGPRO.IS,37.7400016784668,0.4688331741717573,0.004404466229425917,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,37.7400016784668
TRMET.IS,137.3000030517578,0.462279804784815,0.003637325656352364,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,137.3000030517578
PRKME.IS,19.09000015258789,0.4527118507988701,0.0008941480802416761,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,19.09000015258789
FLAP.IS,10.970000267028809,0.47152002631463397,0.005057193078126178,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,10.970000267028809
MTRKS.IS,31.100000381469727,0.46480082372736364,0.004982881908052267,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,31.100000381469727
SONME.IS,134.8000030517578,0.4687346393060329,0.006362749050432915,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,134.8000030517578
KLYPV.IS,61.70000076293945,0.4622512248377676,0.0034810406393561916,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,61.70000076293945
AKBNK.IS,71.8499984741211,0.4984663787056473,0.0062401892359367234,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,71.8499984741211
RUBNS.IS,30.799999237060547,0.4602977323644656,0.006565123710146441,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,30.799999237060547
ISBTR.IS,512925.0,0.44646287698479464,-0.0004643001294776044,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,512925.0
UFUK.IS,1650.0,0.40670991205761986,0.002131966274204932,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,1650.0
HLGYO.IS,4.650000095367432,0.46056943145030127,0.005319571376017653,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,4.650000095367432
ADGYO.IS,57.599998474121094,0.4664728971697637,0.004209379306420112,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,57.599998474121094
BIGTK.IS,330.0,0.4224955710629771,0.0006349739823961794,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,330.0
PETKM.IS,20.059999465942383,0.4895255056165069,0.005160383204566379,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,20.059999465942383
OZRDN.IS,29.520000457763672,0.45186366992170723,0.002606884971647101,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,29.520000457763672
HURGZ.IS,7.380000114440918,0.4643127418385314,0.004353044427227629,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,7.380000114440918
EGGUB.IS,106.19999694824219,0.47426517459002304,0.005675927741992725,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,106.19999694824219
ASELS.IS,388.25,0.47824238375947986,0.005491619716003543,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,388.25
YIGIT.IS,22.079999923706055,0.4862452808554712,0.0042439371291066955,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,22.079999923706055
ENJSA.IS,113.69999694824219,0.4910196175058308,0.004973001884902118,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,113.69999694824219
EYGYO.IS,2.619999885559082,0.44272904602719165,0.0028369745795410566,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,2.619999885559082
ISDMR.IS,55.20000076293945,0.4996222815883139,0.005350287218535765,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,55.20000076293945
SKTAS.IS,3.2699999809265137,0.446918123505892,0.0005203643316972401,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,3.2699999809265137
BRKO.IS,12.0,0.43171902623910263,0.0006721610155912051,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,12.0
KRDMD.IS,43.52000045776367,0.46022346782634715,0.0033782513223074625,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,43.52000045776367
ISCTR.IS,13.010000228881836,0.5045508558530618,0.00549533548368533,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,13.010000228881836
OZYSR.IS,12.279999732971191,0.47421609005146015,0.0038064598959023123,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,12.279999732971191
BAGFS.IS,25.940000534057617,0.46439459729907495,0.004189993217079462,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,25.940000534057617
TTRAK.IS,429.5,0.4873037722924185,0.004849053672913635,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,429.5
AGHOL.IS,32.880001068115234,0.4862433206601151,0.004827723809494002,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,32.880001068115234
INVES.IS,765.0,0.43734678168475627,0.0006793892445435014,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,765.0
MIATK.IS,30.700000762939453,0.42997193097108455,0.004989117178363588,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,30.700000762939453
SAYAS.IS,55.79999923706055,0.44663463421606636,0.002528843266143392,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,55.79999923706055
PKART.IS,128.0,0.4311527762106031,-0.00011610361951662007,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,128.0
ISMEN.IS,34.5,0.48966778987841464,0.0051945736161893566,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,34.5
ULAS.IS,22.0,0.465456950124988,0.0037170595533632346,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,22.0
ORGE.IS,22.34000015258789,0.4631024705754733,0.004382752939306745,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,22.34000015258789
ESCAR.IS,45.459999084472656,0.437525604358571,0.002690757838320131,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,45.459999084472656
ALBRK.IS,8.6899995803833,0.47895168819445855,0.004492165534276799,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,8.6899995803833
DENGE.IS,2.359999895095825,0.4507421420157087,0.004250050067613164,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,2.359999895095825
GMTAS.IS,45.97999954223633,0.48229061664848705,0.005048581535466896,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,45.97999954223633
SAHOL.IS,92.5999984741211,0.4956134301581906,0.005350605473482154,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,92.5999984741211
HKTM.IS,12.899999618530273,0.45853985235721306,0.0031269698296189034,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,12.899999618530273
METRO.IS,8.489999771118164,0.47079180081252264,0.00501857516027099,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,8.489999771118164
DOCO.IS,11515.0,0.4874049232161547,0.005522559987457917,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,11515.0
AKSGY.IS,9.960000038146973,0.49521455621179955,0.004996854318363305,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,9.960000038146973
KRONT.IS,24.799999237060547,0.4371935108753412,0.00048417519887946877,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,24.799999237060547
DZGYO.IS,7.320000171661377,0.4494073088869339,0.0029905784812170027,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,7.320000171661377
DOHOL.IS,21.799999237060547,0.4897372633784689,0.005868030324958515,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,21.799999237060547
TOASO.IS,274.25,0.48557319861995074,0.004797131183666924,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,274.25
AYDEM.IS,26.0,0.47124941272772947,0.00448316418645457,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,26.0
EFOR.IS,18.079999923706055,0.4401021325950981,0.0008426242943329945,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,18.079999923706055
YKBNK.IS,35.900001525878906,0.4737494202896553,0.004666779113507153,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,35.900001525878906
TNZTP.IS,29.0,0.46361170506135124,0.003537496796055112,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,29.0
AVPGY.IS,54.0,0.474712340608608,0.0035895041467106387,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,54.0
TRALT.IS,50.79999923706055,0.4562685699621738,0.00325408601257731,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,50.79999923706055
EKGYO.IS,19.440000534057617,0.4653142196847134,0.0039045365578266626,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,19.440000534057617
YAYLA.IS,21.979999542236328,0.44131928842954027,0.00354746516144359,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,21.979999542236328
GARAN.IS,131.39999389648438,0.4827524981722384,0.004567603370395622,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,131.39999389648438
EGEEN.IS,5140.0,0.4366109124834747,0.0036541699292477825,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,5140.0
NTGAZ.IS,11.300000190734863,0.48302697865886457,0.004744622651260995,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,11.300000190734863
GOODY.IS,2.6500000953674316,0.4444574909697906,0.004132566243135427,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,2.6500000953674316
ZOREN.IS,2.3499999046325684,0.4649032632965213,0.003701579204843033,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,2.3499999046325684
BJKAS.IS,2.0,0.4160384962303952,0.009804817930817084,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,2.0
KLGYO.IS,4.75,0.46210274412194907,0.004160551406639412,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,4.75
BASGZ.IS,44.439998626708984,0.47362039054191574,0.004631926311470763,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,44.439998626708984
ETILR.IS,5.690000057220459,0.43148053781731777,0.0019193812259276754,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,5.690000057220459
ISSEN.IS,7.010000228881836,0.4766995425164514,0.0049088194206727085,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,7.010000228881836
DUNYH.IS,109.0999984741211,0.4880905541717866,0.02110054440242582,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,109.0999984741211
ENKAI.IS,87.25,0.49505645973237733,0.005473525901029313,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,87.25
BRLSM.IS,19.25,0.43151485953205,0.008138728689324883,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,19.25
GATEG.IS,284.0,0.46965167808385894,0.006462714726194886,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,284.0
TDGYO.IS,16.6200008392334,0.46173495574662615,0.004235890938293118,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,16.6200008392334
EMNIS.IS,155.8000030517578,0.46036472075755547,0.004196471680989085,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,155.8000030517578
OYAKC.IS,21.559999465942383,0.4674895528914049,0.0034737979431343005,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,21.559999465942383
OZKGY.IS,13.220000267028809,0.47366825550697944,0.004130897907169598,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,13.220000267028809
BESLR.IS,12.84000015258789,0.46446354972957277,0.0036904508871604827,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,12.84000015258789
BOSSA.IS,6.409999847412109,0.4587560099028872,0.003279608703820787,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,6.409999847412109
MSGYO.IS,5.869999885559082,0.46526625812732425,0.004143728460623833,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,5.869999885559082
ULUFA.IS,1.6799999475479126,0.4699740946182198,0.0036018414606906685,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,1.6799999475479126
VERUS.IS,619.5,0.4400498589757394,-0.00595989043068744,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,619.5
MPARK.IS,426.75,0.47215948120569384,0.005016853829478563,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,426.75
HOROZ.IS,58.95000076293945,0.4538829636938163,0.0030152242056308213,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,58.95000076293945
BERA.IS,13.619999885559082,0.4834216380573537,0.004716107080025043,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,13.619999885559082
PLTUR.IS,20.479999542236328,0.46350333045039305,0.0039247185135493304,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,20.479999542236328
MEKAG.IS,3.0199999809265137,0.4658446917739919,0.0035767582923901375,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,3.0199999809265137
JANTS.IS,15.34000015258789,0.4656516293414019,0.003968829328945071,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,15.34000015258789
TSKB.IS,10.970000267028809,0.4643891989773314,0.003826471390179004,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,10.970000267028809
MACKO.IS,34.52000045776367,0.4624560384753208,0.003728209096935452,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,34.52000045776367
BINBN.IS,174.5,0.4519054174068462,0.0025631536583545994,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,174.5
ASGYO.IS,11.109999656677246,0.4793750753311245,0.004773616645658333,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,11.109999656677246
VANGD.IS,94.0,0.45443739472035966,0.003538854531970119,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,94.0
OTKAR.IS,312.0,0.4565318132436944,0.007497283252856897,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,312.0
CUSAN.IS,24.100000381469727,0.46909583708748614,0.0054023438472332675,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,24.100000381469727
DURDO.IS,5.0,0.47787112418050115,0.004525757576064195,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,5.0
EBEBK.IS,81.75,0.47625797352680804,0.004061993150753589,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,81.75
ONRYT.IS,59.099998474121094,0.4702561122789772,0.003430376934282847,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,59.099998474121094
VRGYO.IS,1.7899999618530273,0.4880200074077305,0.0036276275453335613,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,1.7899999618530273
OZSUB.IS,38.939998626708984,0.46221363407072824,0.003264038831335401,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,38.939998626708984
YGGYO.IS,223.1999969482422,0.4614983094740429,0.0036834628668492766,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,223.1999969482422
TRGYO.IS,94.05000305175781,0.4710101493161046,0.0037914013381933585,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,94.05000305175781
TSPOR.IS,1.0299999713897705,0.46455943806164657,0.003273426125651663,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,1.0299999713897705
BRKSN.IS,7.769999980926514,0.46998762511579784,0.004484442712244993,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,7.769999980926514
HATEK.IS,12.800000190734863,0.43924786219052325,0.005406877578350991,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,12.800000190734863
KORDS.IS,78.5,0.4268019062556021,0.0019100175474411072,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,78.5
GLYHO.IS,16.639999389648438,0.45905495733670815,0.003602536960579602,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,16.639999389648438
TURSG.IS,6.079999923706055,0.47265439842482737,0.004573589341290263,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,6.079999923706055
KAYSE.IS,3.9800000190734863,0.4597141749599635,0.0037015568327540926,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,3.9800000190734863
VKGYO.IS,1.899999976158142,0.46160194515143566,0.0040428363997541345,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,1.899999976158142
TABGD.IS,241.0,0.46623189289499745,0.0031096308419168305,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,241.0
ANHYT.IS,104.69999694824219,0.46467650491802903,0.0037061022690816105,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,104.69999694824219
FMIZP.IS,288.25,0.4610474268642939,0.003343948873623689,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,288.25
MNDRS.IS,11.029999732971191,0.4776585481460703,0.00422268765857249,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,11.029999732971191
CASA.IS,69.0999984741211,0.46849462878763326,0.003901379399534774,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,69.0999984741211
DOKTA.IS,22.239999771118164,0.45970553462778957,0.003741534380801597,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,22.239999771118164
DURKN.IS,21.0,0.438553801504164,0.0020497668716722307,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,21.0
LOGO.IS,133.60000610351562,0.4727108359216954,0.0037587912485784287,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,133.60000610351562
BASCM.IS,13.75,0.47008869789920116,0.004533674829110894,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,13.75
ULKER.IS,90.44999694824219,0.46132468308714514,0.00430936187470304,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,90.44999694824219
ALTNY.IS,16.530000686645508,0.4399914250311028,0.0022325867049011335,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,16.530000686645508
MHRGY.IS,2.200000047683716,0.4764207250173969,0.004251537011165089,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,2.200000047683716
NUGYO.IS,9.020000457763672,0.4680668651606108,0.004251731638313787,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,9.020000457763672
KLNMA.IS,8.850000381469727,0.46050478340311773,0.00359801622885113,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,8.850000381469727
MARBL.IS,12.149999618530273,0.4456191933698437,0.00235814999223374,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,12.149999618530273
FADE.IS,15.84000015258789,0.4678388814060341,0.004828279754561664,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,15.84000015258789
FENER.IS,3.0899999141693115,0.46125426284698057,0.00336754324422748,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,3.0899999141693115
AFYON.IS,12.359999656677246,0.46672946243000585,0.003300184794656985,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,12.359999656677246
ECILC.IS,73.1500015258789,0.46315299889270384,0.004017023282664837,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,73.1500015258789
TAVHL.IS,268.25,0.46654773726600174,0.0038168515562235572,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,268.25
CMBTN.IS,1533.0,0.4676574656711007,0.0034850673602328354,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,1533.0
NTHOL.IS,42.65999984741211,0.46136707191243287,0.0030273427120797473,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,42.65999984741211
EGSER.IS,2.9000000953674316,0.4640083871620364,0.0031367294022188073,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,2.9000000953674316
PAPIL.IS,12.550000190734863,0.45045654598087403,0.004052989674982952,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,12.550000190734863
CLEBI.IS,1451.0,0.46528423744532327,0.003529775024353159,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,1451.0
HTTBT.IS,36.439998626708984,0.47659931911794085,0.00486921383055741,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,36.439998626708984
RGYAS.IS,196.60000610351562,0.43605037316314976,0.0007956656859779951,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,196.60000610351562
OBAMS.IS,5.260000228881836,0.44469781717511314,0.0036618909188283343,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,5.260000228881836
PCILT.IS,31.139999389648438,0.4650144304923223,0.0033632148451892994,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,31.139999389648438
SASA.IS,2.2899999618530273,0.47439597002473255,0.003198567035810833,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,2.2899999618530273
FORTE.IS,110.69999694824219,0.45631962502397216,0.00335545092893197,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,110.69999694824219
IHLAS.IS,1.0499999523162842,0.4653408433999541,0.0038174353581671046,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,1.0499999523162842
CEMTS.IS,8.75,0.4696802212560351,0.004308074073353823,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,8.75
FROTO.IS,77.19999694824219,0.478451317093606,0.004176921200768541,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,77.19999694824219
KLKIM.IS,26.260000228881836,0.4672887012498623,0.003781764464598763,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,26.260000228881836
ULUUN.IS,8.300000190734863,0.4548027750086905,0.0035688599337125094,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,8.300000190734863
BMSTL.IS,43.2400016784668,0.4581726335441958,0.002938443886905176,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,43.2400016784668
ISBIR.IS,70.69999694824219,0.4599346928307295,0.0033635444803564564,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,70.69999694824219
TUCLK.IS,3.809999942779541,0.45962944058077926,0.0031373443335213688,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,3.809999942779541
PSDTC.IS,150.1999969482422,0.4329579172880891,0.0006917934466209487,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,150.1999969482422
TUKAS.IS,1.9900000095367432,0.4780510284179852,0.00478594364906723,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,1.9900000095367432
ADESE.IS,0.8500000238418579,0.46740477148694876,0.00408596343829578,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,0.8500000238418579
GARFA.IS,26.459999084472656,0.45536256314095647,0.0035435231561429976,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,26.459999084472656
DESPC.IS,39.459999084472656,0.4242820431109704,0.0010035383554918625,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,39.459999084472656
ISFIN.IS,19.229999542236328,0.4578661091705969,0.003211169664966927,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,19.229999542236328
BFREN.IS,125.80000305175781,0.45896071265660027,0.003048874292915826,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,125.80000305175781
CCOLA.IS,79.0,0.47427065758074594,0.004111528620886748,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,79.0
IHEVA.IS,1.9500000476837158,0.4649199966265447,0.0038978813298862196,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,1.9500000476837158
DYOBY.IS,13.050000190734863,0.45807905885295286,0.003366131274278139,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,13.050000190734863
GLCVY.IS,51.349998474121094,0.45918500534810835,0.003898310370868771,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,51.349998474121094
MERIT.IS,15.59000015258789,0.4603138101380495,0.0034159078503330177,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,15.59000015258789
ALCAR.IS,684.5,0.4641532318073125,0.0037981564271566317,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,684.5
DGGYO.IS,32.81999969482422,0.4217921266773015,0.00030588219340271067,HOLD,AI_CURRENT,PAPER_ONLY,NO,1,32.81999969482422
